SC_backup,BackupCat,backupDescrip
000015788,,"TOP ENTRY;LOW VOLTAGE CABLE SUPPORT FRAME;MANUFACTURED OF E15788K GALVANISED EZYSTRUT INTO A KIT FORM;TO BE ASSEMBLED ON SITE;PACK OF 1,PACK WEIGHT 15 KG;"
000015789,,BOTTOM ENTRY;LOW VOLTAGE CABLE SUPPORT FRAME;MANUFACTURED OF P1000 GALVANISED UNISTRUT INTO A KIT FORM;TO BE ASSEMBLED ON SITE;
000016494,,"BOTTOM ENTRY;LOW VOLTAGE CABLE SUPPORT FRAME,FOR USE OVER 750 KVA TFMR; MANUFACTURER OF E16494K GALVANISED EZYSTRUT INTO KIT FORM;TO BE ASSEMBLED"
000023790,,"33 & 11KV VARIABLE FLOOR CLEAT CABLE CABLE,SUPPORT STAND FABRICATED STRUCTURE  "
000022891,,CONTROL CABLE;7 M;CC-07-01;TO SUIT NOJA RECLOSER;  
000021825,,RADIO CABLE ;USED TO CONNECT LIGHTNING ARRESTORS TO RADIO;U/W SC21172 RADIO SET & SC21708 SURGE ARRESTER;P/N CA-0041 3A18A70-08 70 CM SMA-MALE TO N -MALE;
000021812,,"DSS ANTENNA CABLE ASSEMBLY;LOW LOSS LMR400 COAXIAL CABLE,CONTAINED IN GREY CONDUIT;TERMINATED ONE END IN HIGH QUALITY N TYPE CONNECTOR;15 M ROLL;"
000022113,,"Control, 450/750V, 4C, 6mm2 Cu, BCU/PVC/PVC/DBT/PVC, Metallic Screen, (7/1.04) Metre Marked, Numbered Active Cores, 250m Wood Drum, AS5000.3"
000007035,,"UNDERGROUND;10 PAIR;1/0.9 MM DIA COPPER; POLYETHELENE INSULATED,UNIT TWIN CONSTRUCTION POLYESTER TAPED, POLYETHELENE CORE SCREEN INSULATED"
000007040,,UNDERGROUND;20 PAIR;1/0.9 MM DIA COPPER; (ABBREV.DESCR.PEIUTPHJ)COPPER WIRE SCREENED WITH SCREENING FACTOR OF 0.3; 1200 M DRUM SIZE;SPINDLE HOLE SIZE
000007208,,"Control, 450/750V, 2C, 2.5mm2, PVC/PVC Black Sheath, (7/0.67) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 55kg, AS5000.3"
000007210,,"Control, 450/750V, 8C,  2.5mm2, PVC/PVC Black Sheath, (7/0.67) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 124kg, AS5000.3;"
000007212,,"Control, 450/750V, 8C,  6mm2, PVC/PVC Black Sheath, (7/1.04) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 226kg, AS5000.3"
000019616,,"Control, 450/750V, 2C, 6mm2, PVC/PVC, Black Sheath, (7/1.04) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 98kg, AS5000.3"
000018760,,"20 CORE;10 PR;TWISTED 7/0.5,1.5 MM; NUMBERED BLACK & WHITE INSULATED CORES; BLACK PVC SHEATH;AS2373;DRUM SIZE 500 M, DRUM WEIGHT 442 KG;"
000015928,,"0.6/1 KV;SUBSTATION CONTROL;4 CORES;4 SQ MM-7/0.85 MM;PVC/PVC,BLACK SHEATH;CORES NUMBERED,WHITE CHARACTERS ON BLACK, CABLE LG MARKED AT ONE M;WHEN STOCKS"
000015680,,"INSTRUMENTATION,20 CORE;0.5 MM SQ - 7/0.30 MM;PVC/PVC,TWISTED PAIR WITH OVERALL SCREEN,BLACK SHEATHED;CORES NUMBERED;AS2373 PART 1;100 M DRUM SIZE,"
000015384,,"20 CORE 10 PAIR TWISTED;0.5 MM;SHEATHED INDOOR SCREENED TELEPHONE CABLE;FOR SUBSTATION SACS,T FACE WITH MICC,250 M DRUM,DRUM WEIGHT 26.5 KG;"
000013142,,"Control, 450/750V, 4C, 16mm2 PVC/PVC, Black Sheath, (7/1.70) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 401kg, AS5000.3"
000009876,,"Sub Control, 4C, Quad PVC/PV Cream Sheath, (1/0.5) Screened, Colour Coding to Telecom Sched C5260 Appendix A, 250m Drum, Indoor Only"
000007306,,"Sub Control, 2C, 1 PR Twisted PVC/PVC, Cream Sheath, (1/0.5) Screened, Colour Coding to Telecom Sched C5260 Appendix A, 250m Drum, Indoor Only"
000007219,,"Control, 450/750V, 4C, 25mm2, PVC/PVC, Black Sheath, (19/1.35) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 352kg, AS5000.3"
000007218,,"Control, 450/750V, 2C, 25mm2, PVC/PVC, Black Sheath, (19/1.35) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 210kg, AS5000.3"
000007215,,"Control, 450/750V, 2C, 10mm2, PVC/PVC, Black Sheath, (7/1.35) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 135kg, AS5000.3"
000007214,,"Control, 450/750V, 4C,  10mm2, PVC/PVC Black Sheath, (7/1.35) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 189kg, AS5000.3"
000007213,,"Control, 450/750V, 4C, 6mm2, PVC/PVC Black Sheath, (7/1.04) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 144kg, AS5000.3"
000022348,,REPLACEMENT UNIVERSAL CONTROL CABLE;FOR STEP VOLTAGE REGULATOR;12 PIN 30FT LEED; FOR USE WITH ALL CPS REGULATORS PRE 2009 PACK OF 1;
000022116,,"Control, 450/750V, 4C, 25mm2, CU CU/PVC/PVC/DBT/PVC, Metallic Screen, (19/1.35) Metre Marked, Numbered Active Cores, 250m Wood Drum, AS5000.3"
000022115,,"Control, 450/750V, 4C, 16mm2 CU CU/PVC/PVC/DBT/PVC, Metallic Screen, (7/1.70) Metre Marked, Numbered Active Cores, 250m Wood Drum, AS5000.3"
000022114,,"Control, 450/750V, 4C, 10mm2 CU CU/PVC/PVC/DBT/PVC, Metallic Screen, (7/1.35) Meter Marked, Numbered Active Cores, 250m Wood Drum, AS5000.3"
000022112,,"Control, 450/750V, 12C, 2.5mm2 CU CU/PVC/PVC/DBT/PVC, Metallic Screen, (7/0.67) Metre Marked, Numbered Active Cores, 250m Wood Drum, AS5000.3"
000022111,,"Control, 450/750V, 4C, 2.5mm2 CU CU/PVC/PVC/DBT/PVC, Metallic Screen, (7/0.67) Meter Marked, Numbered Active Cores, 250m Wood Drum, AS5000.3"
000020108,,TELEPHONE CABLE;10 PAIR;0.64 MM;EXT JELLY FILLED;PE/NY;  
000024968,,19 INCH ADAPTER 14 PIN TO 12 PIN CABLE ASSEMBLY;  
000024639,,"Control, 450/750V; 12C, 4mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 250m Drum, Drum Weight 224kg, AS5000.3"
000024638,,"Control, 450/750V; 8C, 4mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 250m Drum, Drum Weight 164kg, AS5000.3"
000024637,,"Control, 450/750V; 4C, 4mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 250m Drum, Drum Weight 104kg, AS5000.3"
000024636,,"Control, 450/750V; 2C, 4mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 250m Drum, Drum Weight 74kg, AS5000.3"
000024635,,"Control, 450/750V; 6C, 4mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 250m Drum, Drum Weight 129kg, AS5000.3"
000024634,,"Control, 450/750V; 12C,1.5mm2, Unbunched PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 250m Drum, Drum Weight 148kg, AS5000.3"
000023948,,REPLACEMENT UNIVERSAL CONTROL CABLE; FOR STEP VOLTAGE REGULATOR; 14 PIN 30FT LEAD; FOR USE WITH ALL CPS REGULATORS POST 2009 WITH 230V AUX WINDINGS; PACK 1
000012013,,"0.6/1 KV;SUBSTATION CONTROL;8 CORES; 4 SQ MM-7/0.85 MM;PVC/PVC,BLACK SHEATH; CORES NUMBERED,WHITE CHARACTERS ON BLACK,CABLE LG MARKED AT ONE M;WHEN"
000011137,,"Control, 450/750V, 12C, 6mm2, PVC/PVC, Black Sheath, (7/1.04) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 310kg, AS5000.3"
000024325,,"Control, 450/750V; 7C, 2.5mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 100m Drum, AS5000.3"
000024326,,"Control, 450/750V; 7C, 4mm2, Stranded, PVC/PVC, Black Sheath, Metre Marked, Numbered Active Cores, 100m Drum, AS5000.3"
000007211,,"Control, 450/750V, 12C,  2.5mm2, PVC/PVC Black Sheath, (7/0.67) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 160kg, AS5000.3"
000007209,,"Control, 450/750V, 4C,  2.5mm2, PVC/PVC Black Sheath, (7/0.67) Metre Marked, Numbered Active Cores, 250m Wood Drum, Drum Weight 75kg, AS5000.3"
000007082,,"AERIAL,PILOT;20 PR;1/0.9 MM;POLYETHYLENE /POLYETHYLENE,POLYESTER TAPED,COPPER TAPE SCREENED;WITH 7/2.00 GALVANISED STEEL INTEGRAL BEARER;500 M DRUM;DRUM"
000017335,,"RUBBER INSERT;FOR USE WITH HELICAL SERVCE FITTINGS;TO SUIT DOUBLE INSULATION;NS CABLE,16 SQ MM,7/1.70 MM 3 & 4 COND/7/1.70 MM 2 COND;PACK OF 10,"
000017336,,"RUBBER INSERT;FOR USE WITH HELICAL SERVICE FITTINGS;TO SUIT DOUBLE INSULATED,P.W.C.;16 SQ MM,7/1.70 MM 2 COND;PACK OF 10;U/W STOCK CODE 06459;"
000022781,,PED JUNCTION COVER;FOR 25-70 SQ MM CABLES;USED IN REPAIR OF PORTABLE EARTHING DEVICES BY REDEQUIP 
000022446,,"POLYLAM,EARTHING KIT;3 PHASE;TO SUIT 1000 SQ MM AL XLPE/CWS/LAT/LDPE/MDPE; W/- TERMITE REPELLANT;FULLY WB 19/33 KV CABLE TERMINATION EPKT-36F1X0;"
002433761,,5 WIRE (3P+N+G);VOLTAGE CABLE HARNESS; WITH FUSED BANANA PLUG ENDS & DETACHABLE SMALL CROCODILE CLAMPS;U/W SC20277;FOR PM45 POWER ANALYSER;
002433779,,5 WIRE (3P+N+G);VOLTAGE CABLE HARNESS; C/W FIXED FUSED LARGE CROCODILE CLAMPS; U/W SC20207;FOR PM45 POWER ANALYSER; COMPLIES WITH IEC 61010-1 & 61010-1031
000019617,,"4 CORE;2 PR;TWISTED 7/0.5,1.5 MM;PLAIN COPPER;OVERALL SCREEN PE/PVC;AS/NZS 2373.2;250 M DRUM SIZE,DRUM WEIGHT 86 KG ;"
000022741,,0.6/1KV;6 SQ MM;CLASS 5 FLEXIBLE CABLE; RED/BLUE;84/0.3;CLEAR OUTER  SHEATH; 100 M  ROLL;FOR TELECOMMUNICATIONS WORK;
000022740,,"FIGURE 8 CABLE;2 CORE;RED/BLACK CONDUCTOR,SIZE 16/0.30;100 M ROLL;FOR TELECOMMUNICATIONS WORK; "
000022743,,0.6/1 KV;2.5 SQ MM;CLASS 5 FLEXIBLE CABLE;RED/BLACK;50/0.25;CLEAR OUTER SHEATH;100 M ROLL;FOR TELECOMMUNICATIONS WORK;
000022745,,0.6/1 KV;1.5 SQ MM;CLASS 5  FLEXIBLE CABLE;RED/BLUE;30/0.25;CLEAR OUTER SHEATH;100 M ROLL;FOR TELECOMMUNICATIONS WORK;
000022744,,2.5 SQ MM;CLASS 5 FLEXIBLE CABLE; RED/BLUE;50/0.25;CLEAR OUTER SHEATH; 100 M ROLL;FOR TELECOMMUNICATIONS WORK;
000019854,,"MASS CONCRETE REINFORCING CAGE; 2250 MM LG,1000 MM W;110 KN;LIMIT STATE ULTIMATE GROUND STAY;CAGE DETAILS SHOWN ON DWG 10781-A3 SHT 2;"
000023540,,CAMERA SET AND SOFTWARE; VIEWS DISCONNECTOR AND EARTH SWITCH POSITIONS; SIEMENS 8DN8 GIS SWITCHGEAR; CONTRACT 10142 - PRIMARY SWITCHGEAR;
000002761,,STEEL;20 L;JERRYCAN TYPE;PACK SIZE 2;   
000019148,,"PVC,WHITE/YELLOW RE-INFORCED BACKING; C/W VELCRO STRIPS & FIXING CLIPS & TWO METAL HOOKS SUPPLIED WITH 2 LOCKNUTS; FOR APPLYING VARIOUS TRAFFIC SIGNS"
000021233,,PVC;WHITE RE-INFORCED BACKING;C/W VELCRO STRIPS & FIXING CLIPS FOR APPLYING VARIOUS TRAFFIC SIGNS;1200 MM LG X 900 MM W;SUPPLIED WITH 2 X 20 MM
000119784,,PVC;SUIT P1000 CHANNEL; PACK OF 100;  
000018284,,STAR POST/STARTER;BAR CAP;YELLOW; SUIT STAR POST;TRIANGLE STYLE;PACK OF 40; 
000022949,,WILDLIFE INSULATING COVER;FOR M20 BOLT HEX HD;UV STABILISED;FOR USE ON 11 KV ABC CONSTRUCTION; 
000019388,,TRANSFORMER CAP/STARTER BAR CAP & REOSOK TYPE;YELLOW;ROUND STYLE ; 12 MM TO 20 MM PACK OF 100; 
000021374,,PUSH-ON TYPE;PVC;2-3/8 IN DIA;TO SUIT 50 MM PVC CONDUIT;  
000004565,,CAST ALUMINIUM;COWLED 1 IN WATER PIPE THREAD;TO SUIT PWA TYPE 11 KV TRANSFORMER; 
000021360,,"BUMP CAP; BASEBALL CAP; PLASTIC INSERT, HARD; LIGHTWEIGHT; EN812 INDUSTRIAL CAP STANDARDS; "
000003474,,"STEEL;GALV FINISH;PRESSED,DRIVE-ON; 50 MM NB;PACK OF 40;  "
000012142,,"UPVC,GREY;PRESSED;SUIT 150 MM SWV PIPE (160 TO 160.5 MM OD),17 MM H,2 MM THK, (FROM 3 MM SHEET);UV RESISTANT;FOR LV CABLE POLE TERMINATION,UJ MANUAL1.351D"
000021727,,PVC;ORANGE;TO SUIT 200 MM HEAVY DUTY; MALE END;  
000013508,,"STEEL;GALV FINISH;PRESSED,DRIVE-ON;65 MM NB;PACK OF 10;  "
000005880,,"Al, 350mm Dia, 0.55mm Thk, Dwg 10-01-23-1 (P100) (scm)  "
000005882,,"Al, 450mm Dia, 0.55mm Thk, Dwg 10-01-23-1 (P100) (scm)  "
000022552,,REPLACEMENT BAYONET PROBE FOR COMPATABILITY OF OLD STYLE LV TEST LAMPS (SC19895 & SC21519) WITH ALL NEW & OLD LV TEST LAMP ACCESSORIES.E.G.SC02649 &
000013473,,"POLYURETHANE;RED;DIMENSIONS AS PER ENERGEX DWG;CAPS DESIGNED TO FIT POLE SHOES ON POLE PLATFORM,FOR PROTECTION WHEN USED ON CONCRETE POLES;CAN ALSO BE"
000014294,,"White ABS Plastic,Moulded;Vented UNISAFE TA570;Unbranded;AS1801;For Harness Refer SC15663,For Visor Refer SC20153,For Ear Muffs = SC10802,For Shade Brim SC20667"
000022964,,"12KV; 2.2 MVAR, 11KV SWITCHED CAPACITOR BANK; INCOMING MODULE;C/W DISCONNECTOR, EARTH SWITCH, SURGE ARRESTERS AND ONE SINGLE SWITCHED 2.2MVAR CAPACITOR BANK;"
000024865,,KIT REQUIRED TO CONVERT ERGON 5.4MVAR CAPACITOR BANK TO 2.7 MVAR; AS PER ENERGEX DRAWING 31442-A3; KIT PART INCLUDE -
000025091,,12KV;1.2MVAR;11KV SWITCHD CAPACITOR BANK INCOMING MODUEL;C/W DISCONNCT;EARTH SW; SURGE ARRESTERS & 1X1.2 MVAR CAP BANK; 
000017795,,12 KV;3 PHASE;50 HZ;5.4 MVAR@11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER;C/W AF BLOCKING FILTER & 0.120 MILLI INRUSH LIMITING REACTORS;110 DC
000017796,,"12 KV;3 PHASE;50 HZ;5.4 MVAR@11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER;C/W RELAY PROTECTION;110 V DC, C/W AF BLOCKING FILTER,NO INRUSH REACTOR"
000017952,,12 KV;3 PHASE;50 HZ;2.7 MVAR @ 11.5 KV; CUBICLE O/D;C/W FIXED CB;C/W AF BLOCKING FILTER;C/W SHUNT & FILTER CAPS;C/W RELAY PROT;SPAJ-110 V DC;
000018159,,"12 KV;3 PHASE;50 HZ;5.4 MVAR @ 11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER,RELAY PROTECTION 32 V DC;C/W AF BLOCKING REACTOR FILTER,0.120 MILLLI"
000019942,,"COMPRISES THE FOLLOWING STOCK CODES, 3 X 20188 (RX) PLANT NO.REQ.3 X 20190 (VT) PLANT NO.REQ.1 X 20189 (CT) PLANT NO.REQ.;36 KV;3 PHASE;50 HZ;20 MVAR @"
000021389,,145 KV;3 PHASE;50 HZ;62.5 MVAR & 145 KV; RACK O/D;COMPRISES THE FOLLOWING STOCK CODES;3 X SC21390 (RX);1 X SC21391 (CT);96 X SC21392 (CANS);3 X SC21393
000022052,,12 KV;3 PHASE;50 HZ;1.8 MVAR @ 11.5 KV; CUBICLE O/D;C/W FIXED CB;RELAY PROT 48 V DC;C/W AF BLOCKING FILTER & 120 UH INRUSH REACTORS;COOLING FANS;
000025092,,12KV;1.2MVAR;11KV SWITCHD CAP BANK; O/DOOR USE; C/W DETUNING REACT; PROT EQUIP; SUITABLE FOR OP 110VDC; MAX ULTIMATE 3 X 1.2 MVAR CAP MODULES;
000025090,,12KV;3.6MVAR;11 KV;CAPACITOR BANK; INCOMIN MODULE; C/W DISCONNECT; EARTH SW; SURGE ARRESTERS & 3 X 1.2 MVAR CAP BANKS;
000022966,,"12KV; 5.0 MVAR, 11KV SWITCHED CAPACITOR BANK;OUTDORR USE;C/W DISCONNECTOR; EARTH SWITCH;SURGE ARRESTERS AND SINGLE SWITCHED 5.0MVAR CAPACITOR BANK;"
000022965,,"12KV; 2.2 MVAR, 11KV SWITCHED CAPACITOR BANK;OUTDOOR USE; C/W DE-TUNING REACTORS ,PRETECTION EQUIPMENT;SUITABLE FOR OPERATION AT 110V DC;SUITABLE FOR"
000022963,,"12KV; 6.6 MVAR, 11KV CAPACITOR BANK; INCOMING MODULE;C/W DISCONNECTOR, EARTH SWITCH, SURGE ARRESTERS AND THREE 2.2 MVAR CAPACITOR BANKS;"
000022436,,12 KV;3 PHASE;50 HZ;600 KVAR @ 11 KV; SHUNT FEEDER POLE MTG CAP BANK;C/W SWITCHES;C/W CT;C/W AF BLOCKING FILTER; C/W CONTROLLER;240  V AC;REMOTE
000021685,,123 KV;3 PHASE;50 HZ;62.5 MVAR & 123 KV; RACK O/D;COMPRISES THE FOLLOWING STOCK CODES;3 X SC21686 (RX);1 X SC21391 (CT) 96 X SC21687 (CANS);3 X SC21688 (SURGE
000019856,,"COMPRISES THE FOLLOWING STOCK CODES, 4 X 20192 (SW) 4 X 20191 (RX);12 KV; 3 PHASE;50 HZ;4 X 3.75 MVAR STAGES @ 11 KV;I/D CUBICLE;C/W BANK DISCONNECTOR/"
000018634,,12 KV;3 PHASE;50 HZ;3.6 MVAR @ 11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER;RELAY PROTECTION 110 V DC;C/W AF BLOCKING REACTOR;INRUSH REACTORS;C/W
000018158,,"12 KV;3 PHASE;50 HZ;5.4 MVAR @ 11.5 KV; CUBICLE OUTDOOR;C/W FIXED CIRCUIT BREAKER,RELAY PROTECTION 32 V DC;C/W AF BLOCKING FILTER,NO INRUSH REACTOR;C/W"
000017951,,12 KV;3 PHASE;50 HZ;2.7 MVAR @ 11.5 KV; CUBICLE O/D;C/W FIXED CB;C/W AF BLOCKING FILTER & 0.120 MILLI INRUSH LIMITING REACTORS;C/W SHUNT & FILTER CAPS;C/W
000017417,,"36 KV;3 PHASE;50 HZ;24 MVAR@36 KV;FRAME, OUTDOOR;AS2897;4500 KG;  "
000011684,,"6.93 KV;326.7 KVAR;1 PHASE;21.7 UF (+10,-0%);47.1 AMP CONT @ 50 HZ;50 HZ; NON PCB IMPREG;SUPPLY W/NUTS,SPRING, FLAT WASHERS;INT FUSED;2 BUSHINGS;"
000015670,,20.785 KV;400 KVAR;SINGLE PHASE;2.947 UF ;19.24 AMP CONT @ 50 HZ;60 HZ;NON PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC ;EXTERNALLY FUSED;1 BUSHING PER UNIT;
000015355,,6.93 KV;238.3 KVAR;SINGLE PHASE;15.8 UF PER PHASE;34.3 AMP @ 50 HZ;50 HZ;NON PCB IMPREGNANT;POLYPROPLYENE FILM DIELECTRIC ;2 BUSHINGS PER UNIT;SS304 STAINLESS
000015171,,"6.93 KV,238 KVAR;SINGLE BUSHING;NO INTERNAL FUSE;INSULATOR HEIGHT 240 MM; MOUNTING BRACKET 310 MM FROM TANK TOP; FOR CAP BANKS AT SS APM;"
000014832,,6.35 KV;200 KVAR;50 HZ;NON PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC;2 BUSHINGS PER UNIT;AS1013; TO SUIT CAPACITOR BANKS PURCHASED ON
000880009,,"5.2 KV;200 KVAR;SINGLE PHASE;24.2 UF; 38.5 AMP CONT @ 50 HZ;50 HZ;NON-PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC ;1 BUSHING PER UNIT CHF101,DWG 1527-A4;"
000024132,,"6.93 KV RMS; 667KVAR, TWO BUSHING(2-S1); INTERNALLY FUSED; CAPACITOR CAN; 44.2 MICROFARAD; 1.12MOHM; TYPE CHD850B; USED WITH 20MVAR 33KV STAGE CAPACITOR BANK;"
000023401,,7.45 KV;800kVAr;TWO BUSHING;INTERNALLY FUSED; CAPACITOR CAN; 45.88 MICROFARAD; 2.250MOHM; TYPE CHDB 162; USED WITH 3.75MVAR 11KV STAGE CAPACITOR BANK;
000019800,,8.93 KV;200 KVAR;SINGLE PHASE; 8 MICROFARAD;23 AMP CONT @ 50 HZ; 2 BUSHINGS PER UNIT;TO SUIT ENERMET 125 KVA COUPLING UNIT;
000018299,,3.2 KV;75 KVAR;SINGLE PHASE;23.3 MICRO FARAD;23 AMP CONT @ 50 HZ;NON PCB IMPREG 2 BUSHING PER UNIT;FILTER CAPACITOR UNIT TO SUIT ALL ENERGEX CUBICLE CAPACITOR
000018136,,"6.93 KV;SINGLE PHASE;50 HZ;450 KVAR @ 6.93 KV;38/95 KV;C=29.83 MICRO FARRAD; I=65 AMP;-10 + 50 DEG C;DISCHARGE RES- 600S,3.3 MOHM;INTERNALLY FUSED;"
000017894,,6.93 KV;450 KVAR;SINGLE PHASE;29.83 UF PER PHASE;65 AMP CONT @ 50 HZ;50 HZ;NON PCB IMPREGNANT;ALL FILM DIELECTRIC; INTERNAL (ELEMENT) FUSE;2 BUSHINGS PER
000017893,,"3.2 KV,75 KVAR;SINGLE PHASE;23.3 UF PER PHASE;23.31 AMP CONT @ 50 HZ;50 HZ;NON PCB IMPREGNANT;ALL FILM DIELECTRIC; INTERNALLY FUSED;2 BUSHINGS PER UNIT;"
000017418,,"6.93 KV,667 KVAR;SINGLE PHASE;44.2 NF;96 .25 AMP CONT@50 HZ;50 HZ;NON PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC;INTERNALLY FUSED;2"
000021803,,6.93 KV;490 KVAR;SINGLE PHASE;32.5 MICRO FARAD;71 AMP CONT @ 50 HZ;NON PCB IMPREG ;2 BUSHINGS PER UNIT;TO SUIT ENERGEX 5.4 MVAR CAPACITOR BANKS WITH ABB
000021687,,"9.45 KV;694.4 KVAR;SINGLE PHASE;24.75 MICROFARAD;2 BUSHINGS PER UNIT;TO SUIT SC21685 (123 KV CAPACITOR BANK);P/LINK CONTRACT TM02004/40/2,ITEM 3A-2;"
000021392,,11.13 KV;692.7 KVAR;SINGLE PHASE;17.8 MICROFARAD;2 BUSHINGS PER UNIT;TO SUIT SC21389 (145 KV CAPACITOR BANK); ABB AUSTRALIA PTY LTD LILYDALE VICTORIA;
000016913,,"7.4 KV,383 KVAR;SINGLE PHASE;22.3 UF; 52 AMP CONT @ 50 HZ;50 HZ;NON PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC ;INTERNALLY FUSED;2 BUSHINGS PER UNIT;"
000016233,,6.93 KV;333.3 KVAR;SINGLE PHASE;22.1 UF PER PHASE;48.1 AMP CONT @ 50 HZ;;;NON PC B IMPREGNANT;POLYPROPYLENE FILM DIELECTR IC;INTERNALLY FUSED;2 BUSHINGS PER UNIT;
000016203,,"10.47 KV,222 KVAR;SINGLE PHASE;6.7 UF PER PHASE;21.2 AMP CONT @ 50 HZ;50 HZ; NON PCB IMPREGNANT;EXTERNALLY FUSED; 1 BUSHING PER UNIT;U/W CAPACITOR BANKS"
000015868,,"5 KV,23.55 KVAR;SINGLE PHASE;3 UF;4.71 AMP @ 50 HZ;50 HZ;NON PCB IMPREGNANT; POLYPROPYLENE FILM DIELECTRIC;EXTERNALLY FUSED;2 BUSHING PER UNIT;SS CONTAINER;"
000012044,,7 KV;SINGLE PHASE;4.5 UF PER PHASE; 9.9 AMP CONT @ 50 HZ;NON PCB IMPREGNANT; 2 BUSHINGS PER UNIT;COUPLING CAPACITOR FOR ZELLWEGER A/F LOAD CONTROL;35 KG;
000012045,,7 KV;SINGLE PHASE;6 UF PER PHASE;1 13.2 AMP CONT @ 50 HZ;NON PCB IMPREGNANT ;2 BUSHINGS PER UNIT;COUPLING CAPACITOR ;FOR ZELLWEGER A/F LOAD CONTROL;
000023947,,COOPER 15UF CAPACITOR; TO SUIT QUIK-DRIVE TAPCHANGER TYPE;  
000004654,,FOR RM UNIT;PACK OF 10;   
000022349,,"STEP VOLTAGE REGULATOR REPLACEMENT MOTOR DRIVE CAPACITOR (7.5 MICRO FARAD); FOR WAD22B313X6A,WCD22B313RLA, WCD22B166TEA,WCD22A166TEA;U/W"
000021641,,TELEPHONE ISOLATION CARD SET;SHORT RANGE CUSTOMER TERMINAL CARD D901-Z3X2 ;SHORT RANGE EXCHANGE CARD D902-Z3X2; OPTICAL FIBRE SET 500 MM LG D903-F2/500;
000022151,,RS232/FOI COMMUNICATION MODULE;USES ST CONNECTORS;ST IS DESIGNED FOR SINGLE MODE & MULTI-MODE GLASS FIBRE;U/W CL6 CONTROLS ONLY;PACK OF 1;
000023959,,PSMS-PCB; REPLACEMENT PC CARD FOR NOJA RC10 CONTROLLER ON NOJA RECLOSERS;
000022675,,REPLACEMENT CONTROL MODULE;FOR CAPM5 (REV 5.0);SUITABLE FOR REPAIRING SCHNEIDER PTCC CONTROLLERS; 
000023724,,EXPANSION CARD;FOR EDMI MK10E; MK10E SMART GRID EXPANSION;UPS;  
000011528,,"RAIL MTG,G32 OR TH35 RAIL;PACK OF 20;   "
000011521,,"STEEL,SHEET;300 MM LG,210 MM H,226 MM D; C/W SUPPORT FRAME,MARKING BAR & DOOR W/WINDOW;FOR MTG,RX4 BASES STOCK CODE 08903 & ABB RELAY EQUIPMENT;"
000008814,,"BLACK NYLON;CORDED; WITH BRUSHED NYLON INTERIOR;190 MM LG APPROX,100 MM W;SUITS ALL STYLES OF SAFETY GLASSES; "
000022251,,PLASTIC;DRILL BIT CASE;FOR METRIC 1.0 - 13.0 MM DRILL BITS;IN 0.5 MM INCREMENTS;PACK OF 1; 
000125393,,CAULKING GUN;PACK OF 1;   
000015659,,"TYPE A;NORMAL CEMENT;AS1315;20 KG BAG, 48 BAGS PER PALLET,PALLET WEIGHT 1200 KG ;FOR PREMIX CONCRETE REFER SC15658; "
000003096,,"STEEL,GALV;6.3 MM;BOX OF 1;20 M ROLL;   "
000018011,,FOLDING CHAIR WITH ARM RESTS & CUP HOLDER; C/W CARRY BAG; WEIGHT RATED 130KG 
000006601,,"STEEL,GALV;880 MM LG,76 MM W,38 MM D; PACK OF 1,PACK WEIGHT 5.6 KG,FOR FIXING OF CABLE SUPPORT BRACKET(STOCK CODE 06609 & 06610) IN CONCRETE JOINT PITS"
